id,answer,content_score,relevance_score,vocabulary_score,structure_score,overall_score,label
171,"During my internship I got a chance to work with Tableau and handled a few small tasks related to machine learning workflows. I have a Marketing Management
background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am genuinely
interested in this field.",3,2,3,2,2.6,Average
172,"During my internship I got a chance to work with React and handled a few small tasks related to financial reporting. I have an Electrical Engineering
background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am genuinely
interested in this field.",3,2,2,2,2.35,Average
173,"I have around 4.5 years of experience as a HR Coordinator, where I mainly handled tasks related to Node.js. I am comfortable working in a team and I try to
meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",3,2,3,2,2.6,Average
174,"I am switching my career from government clerk to Accounts Executive and I have started learning Salesforce on my own over the last few months. I know it
will take some time for me to catch up, but I am responsible and willing to put in the extra effort needed to pick up the required skills for this
job.",3,2,3,2,2.6,Average
175,"I have around 3 years of experience as a Civil Site Engineer, where I mainly handled tasks related to AWS. I am comfortable working in a team and I try to
meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",2,3,3,2,2.5,Average
176,"During my internship I got a chance to work with Power BI and handled a few small tasks related to customer relationship management. I have a Marketing
Management background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am
genuinely interested in this field.",3,2,2,3,2.5,Average
177,"During my internship I got a chance to work with Java and handled a few small tasks related to quality assurance. I have a Business Administration
background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am genuinely
interested in this field.",3,2,2,2,2.35,Average
178,"I am switching my career from retail store manager to Accounts Executive and I have started learning Java on my own over the last few months. I know it
will take some time for me to catch up, but I am adjustable and willing to put in the extra effort needed to pick up the required skills for this
job.",2,3,3,3,2.65,Average
179,"During my internship I got a chance to work with R programming and handled a few small tasks related to data analysis. I have a Business Administration
background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am genuinely
interested in this field.",3,2,3,3,2.75,Average
180,"I am switching my career from accountant to Digital Marketing Specialist and I have started learning Python on my own over the last few months. I know it
will take some time for me to catch up, but I am punctual and willing to put in the extra effort needed to pick up the required skills for this
job.",3,3,3,2,2.85,Average
181,"During my internship I got a chance to work with HTML and CSS and handled a few small tasks related to data analysis. I have an Electronics and
Communication background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am
genuinely interested in this field.",2,3,3,3,2.65,Average
182,"I am switching my career from civil site supervisor to Civil Site Engineer and I have started learning HTML and CSS on my own over the last few months. I
know it will take some time for me to catch up, but I am humble and willing to put in the extra effort needed to pick up the required skills for this
job.",2,2,2,3,2.15,Average
183,"I have completed my Commerce degree and I have basic knowledge of SAP. I am a loyal person and I am always ready to learn new things. I believe I can
adjust quickly to your work environment and contribute to the team in whatever way I can, even though I don't have much practical experience
yet.",3,2,2,3,2.5,Average
184,"I have around 5 years of experience as an Accounts Executive, where I mainly handled tasks related to JIRA. I am comfortable working in a team and I try to
meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",2,3,3,3,2.65,Average
185,"I have completed my Information Technology degree and I have basic knowledge of Power BI. I am a decent person and I am always ready to learn new things. I
believe I can adjust quickly to your work environment and contribute to the team in whatever way I can, even though I don't have much practical experience
yet.",3,3,2,2,2.6,Average
186,"I have around 3 years of experience as a Product Manager, where I mainly handled tasks related to Excel. I am comfortable working in a team and I try to
meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",2,3,2,2,2.25,Average
187,"I have completed my Electronics and Communication degree and I have basic knowledge of QGIS. I am an energetic person and I am always ready to learn new
things. I believe I can adjust quickly to your work environment and contribute to the team in whatever way I can, even though I don't have much practical
experience yet.",2,2,3,2,2.25,Average
188,"I have around 2.5 years of experience as a Data Analyst, where I mainly handled tasks related to HubSpot. I am comfortable working in a team and I try to
meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",3,3,2,2,2.6,Average
189,"I have completed my Business Administration degree and I have basic knowledge of Salesforce. I am a polite person and I am always ready to learn new
things. I believe I can adjust quickly to your work environment and contribute to the team in whatever way I can, even though I don't have much practical
experience yet.",3,2,2,3,2.5,Average
190,"I am switching my career from mechanical design intern to Supply Chain Analyst and I have started learning MATLAB on my own over the last few months. I
know it will take some time for me to catch up, but I am responsible and willing to put in the extra effort needed to pick up the required skills for this
job.",3,2,2,3,2.5,Average
191,"During my internship I got a chance to work with SolidWorks and handled a few small tasks related to site execution and planning. I have an Information
Technology background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am
genuinely interested in this field.",2,3,2,3,2.4,Average
192,"I am switching my career from mechanical design intern to Accounts Executive and I have started learning R programming on my own over the last few months.
I know it will take some time for me to catch up, but I am decent and willing to put in the extra effort needed to pick up the required skills for this
job.",3,3,3,2,2.85,Average
193,"During my internship I got a chance to work with C++ and handled a few small tasks related to quality assurance. I have a Civil Engineering background and
I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am genuinely interested in this
field.",2,3,2,3,2.4,Average
194,"I have around 5 years of experience as a Software Engineer, where I mainly handled tasks related to C++. I am comfortable working in a team and I try to
meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",2,3,2,2,2.25,Average
195,"I have around 1 years of experience as an Operations Executive, where I mainly handled tasks related to C++. I am comfortable working in a team and I try
to meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",3,3,2,2,2.6,Average
196,"I have around 4.5 years of experience as a HR Coordinator, where I mainly handled tasks related to MATLAB. I am comfortable working in a team and I try to
meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",2,2,2,3,2.15,Average
197,"I have around 2 years of experience as a HR Coordinator, where I mainly handled tasks related to SAP. I am comfortable working in a team and I try to meet
my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",2,3,3,3,2.65,Average
198,"I am switching my career from mechanical design intern to Civil Site Engineer and I have started learning R programming on my own over the last few months.
I know it will take some time for me to catch up, but I am punctual and willing to put in the extra effort needed to pick up the required skills for this
job.",2,2,3,2,2.25,Average
199,"I have completed my Electrical Engineering degree and I have basic knowledge of React. I am a cooperative person and I am always ready to learn new things.
I believe I can adjust quickly to your work environment and contribute to the team in whatever way I can, even though I don't have much practical experience
yet.",3,3,2,2,2.6,Average
200,"I have completed my Computer Science degree and I have basic knowledge of machine learning basics. I am a reliable person and I am always ready to learn
new things. I believe I can adjust quickly to your work environment and contribute to the team in whatever way I can, even though I don't have much practical
experience yet.",2,3,2,3,2.4,Average
201,"I am switching my career from mechanical design intern to Mechanical Design Engineer and I have started learning Power BI on my own over the last few
months. I know it will take some time for me to catch up, but I am polite and willing to put in the extra effort needed to pick up the required skills for this
job.",3,3,2,3,2.75,Average
202,"During my internship I got a chance to work with React and handled a few small tasks related to data analysis. I have an Electronics and Communication
background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am genuinely
interested in this field.",2,2,2,2,2.0,Average
203,"I have completed my Data Science degree and I have basic knowledge of Java. I am a polite person and I am always ready to learn new things. I believe I can
adjust quickly to your work environment and contribute to the team in whatever way I can, even though I don't have much practical experience
yet.",3,3,2,3,2.75,Average
204,"I have around 1 years of experience as a Financial Analyst, where I mainly handled tasks related to Node.js. I am comfortable working in a team and I try
to meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",2,2,3,3,2.4,Average
205,"I have around 2 years of experience as a Network Administrator, where I mainly handled tasks related to Tableau. I am comfortable working in a team and I
try to meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me
to learn.",3,3,2,3,2.75,Average
206,"During my internship I got a chance to work with Salesforce and handled a few small tasks related to machine learning workflows. I have a Commerce
background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am genuinely
interested in this field.",2,2,3,3,2.4,Average
207,"I have around 5 years of experience as a Customer Support Specialist, where I mainly handled tasks related to PowerPoint. I am comfortable working in a
team and I try to meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a
lot for me to learn.",2,2,2,3,2.15,Average
208,"I have around 5 years of experience as a Sales Executive, where I mainly handled tasks related to Excel. I am comfortable working in a team and I try to
meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",3,2,3,3,2.75,Average
209,"I am switching my career from retail store manager to QA Engineer and I have started learning Photoshop on my own over the last few months. I know it will
take some time for me to catch up, but I am disciplined and willing to put in the extra effort needed to pick up the required skills for this
job.",3,2,3,3,2.75,Average
210,"I am switching my career from civil site supervisor to Product Manager and I have started learning HubSpot on my own over the last few months. I know it
will take some time for me to catch up, but I am dedicated and willing to put in the extra effort needed to pick up the required skills for this
job.",3,2,3,2,2.6,Average
211,"I am switching my career from content writer to Marketing Executive and I have started learning C++ on my own over the last few months. I know it will take
some time for me to catch up, but I am honest and willing to put in the extra effort needed to pick up the required skills for this job.",3,2,2,2,2.35,Average
212,"I have around 4 years of experience as a Customer Support Specialist, where I mainly handled tasks related to SAP. I am comfortable working in a team and I
try to meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me
to learn.",2,2,2,2,2.0,Average
213,"I have around 3 years of experience as a QA Engineer, where I mainly handled tasks related to Python. I am comfortable working in a team and I try to meet
my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",3,2,2,3,2.5,Average
214,"I have around 4.5 years of experience as a QA Engineer, where I mainly handled tasks related to SQL. I am comfortable working in a team and I try to meet
my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me to
learn.",2,2,2,3,2.15,Average
215,"I am switching my career from content writer to Network Administrator and I have started learning Excel on my own over the last few months. I know it will
take some time for me to catch up, but I am well behaved and willing to put in the extra effort needed to pick up the required skills for this
job.",3,2,2,2,2.35,Average
216,"During my internship I got a chance to work with Java and handled a few small tasks related to quality assurance. I have a Civil Engineering background and
I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am genuinely interested in this
field.",2,2,3,2,2.25,Average
217,"I have completed my Mechanical Engineering degree and I have basic knowledge of JIRA. I am a punctual person and I am always ready to learn new things. I
believe I can adjust quickly to your work environment and contribute to the team in whatever way I can, even though I don't have much practical experience
yet.",2,3,3,3,2.65,Average
218,"During my internship I got a chance to work with C++ and handled a few small tasks related to machine learning workflows. I have a Business Administration
background and I get along well with my teammates. I think I can pick up new skills quickly if I am given the opportunity to work here, since I am genuinely
interested in this field.",3,3,3,3,3.0,Average
219,"I am switching my career from retail store manager to Network Administrator and I have started learning HTML and CSS on my own over the last few months. I
know it will take some time for me to catch up, but I am reliable and willing to put in the extra effort needed to pick up the required skills for this
job.",2,3,2,2,2.25,Average
220,"I have completed my Marketing Management degree and I have basic knowledge of MATLAB. I am an active person and I am always ready to learn new things. I
believe I can adjust quickly to your work environment and contribute to the team in whatever way I can, even though I don't have much practical experience
yet.",2,2,2,3,2.15,Average
221,"I have around 2 years of experience as a Mechanical Design Engineer, where I mainly handled tasks related to C++. I am comfortable working in a team and I
try to meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me
to learn.",2,3,3,2,2.5,Average
222,"I am switching my career from civil site supervisor to Marketing Executive and I have started learning Photoshop on my own over the last few months. I know
it will take some time for me to catch up, but I am patient and willing to put in the extra effort needed to pick up the required skills for this
job.",3,3,3,3,3.0,Average
223,"I have around 1 years of experience as a Mechanical Design Engineer, where I mainly handled tasks related to SAP. I am comfortable working in a team and I
try to meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot for me
to learn.",2,3,2,2,2.25,Average
224,"I have around 5 years of experience as a Marketing Executive, where I mainly handled tasks related to Power Automate. I am comfortable working in a team
and I try to meet my deadlines without much trouble. I feel my experience so far makes me a reasonable fit for this position, even though there is still a lot
for me to learn.",2,3,3,2,2.5,Average
225,"I am switching my career from mechanical design intern to Software Engineer and I have started learning Java on my own over the last few months. I know it
will take some time for me to catch up, but I am disciplined and willing to put in the extra effort needed to pick up the required skills for this
job.",3,3,2,2,2.6,Average
