id,answer,content_score,relevance_score,vocabulary_score,structure_score,overall_score,label
814,"I am from a mba background, where I built my basics in Excel and stakeholder coordination. I also completed a pricing research assignment, where I learned how to work in a structured way. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,4,3.75,Good
815,"I am a fresher with a background in computer science, and I have focused on learning SQL and Java, and I also picked up machine learning basics. I also completed a resume screening mini app, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,3,4,3.75,Good
816,"I am a fresher with a background in quality assurance, and I have focused on learning manual testing and Selenium, and I also picked up test cases. I also completed an API validation project, where I learned how to work in a structured way. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,4,4,4,3.65,Good
817,"My background is in product management, and during that time I became comfortable with roadmap planning and analytics, along with cross-functional work. I worked on a product experiment review, which helped me understand how to apply these skills in a practical way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,3,5,3,3.85,Good
818,"I am a self-taught web developer, and I have focused on learning CSS and Git, and I also picked up HTML. I worked on a small freelance booking site, which helped me understand how to apply these skills in a practical way. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,3,3,3.6,Good
819,"I am a fresher with a background in quality assurance, and I have focused on learning manual testing and API testing. I worked on a defect reduction initiative, which helped me understand how to apply these skills in a practical way. My goal is to build a solid career in this field and take on more responsibility over time.",4,3,5,3,3.85,Good
820,"I am a fresher with a background in self-taught, where I built my basics in HTML and JavaScript. I had a chance to work on a small freelance booking site, and that made me more confident about using my skills. I am still learning, but I like taking feedback and improving step by step. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,4,3,3,3.6,Good
821,"I am from a sales background, where I built my basics in client communication and presentation. I also completed a lead conversion analysis project, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,3,4,4,3.4,Good
822,"My background is in business analysis, where I built my basics in SQL and requirements gathering. I had a chance to work on a reporting workflow redesign, and that made me more confident about using my skills. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,3,3.6,Good
823,"I am a internship candidate, where I built my basics in basic SQL and teamwork. I had a chance to work on a process improvement assignment, and that made me more confident about using my skills. I am still learning, but I like taking feedback and improving step by step. I usually do well when the expectations are clear and I can keep improving with regular feedback. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,4,3,3.85,Good
824,"I am from a data analytics background, and I have focused on learning Excel and SQL. I also completed a sales dashboard, where I learned how to work in a structured way. I am still learning, but I like taking feedback and improving step by step. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,3,5,3,3.85,Good
825,"I am a fresher with a background in software engineering, and during that time I became comfortable with Node.js and REST APIs. I had a chance to work on an internal task tracker, and that made me more confident about using my skills. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,4,4,3,3.85,Good
826,"I am a self-taught web developer, where I built my basics in JavaScript and React. I also completed a to-do application, where I learned how to work in a structured way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,4,4,4,3.65,Good
827,"My background is in electronics and communication, and I have focused on learning Arduino and Python, and I also picked up embedded systems. I had a chance to work on a smart irrigation prototype, and that made me more confident about using my skills. Most of my experience is still at an early stage, but I am serious about building in this area. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,4,3,3.85,Good
828,"My background is in mechanical engineering, where I built my basics in Excel and SolidWorks. One project I enjoyed was a maintenance tracking dashboard, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. I usually do well when the expectations are clear and I can keep improving with regular feedback. My goal is to build a solid career in this field and take on more responsibility over time.",3,3,4,4,3.4,Good
829,"I am a fresher with a background in general, and during that time I became comfortable with problem solving and teamwork, along with Excel. I also completed a college team project, where I learned how to work in a structured way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,5,4,3,3.75,Good
830,"I am from a civil engineering background, where I built my basics in Excel and quantity estimation. One project I enjoyed was a drainage design assignment, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. My goal is to build a solid career in this field and take on more responsibility over time.",4,4,3,3,3.6,Good
831,"My background is in quality assurance, where I built my basics in manual testing and API testing, along with Selenium. I had a chance to work on an API validation project, and that made me more confident about using my skills. Most of my experience is still at an early stage, but I am serious about building in this area. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,3,3,3.6,Good
832,"My background is in data analytics, and I have focused on learning Excel and data cleaning. I also completed a sales dashboard, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. I want to start in a role where I can learn from a strong team and keep growing steadily.",5,3,3,3,3.7,Good
833,"My background is in mba, and I have focused on learning Excel and market research, and I also picked up Power BI. I also completed a sales performance dashboard, where I learned how to work in a structured way. Most of my experience is still at an early stage, but I am serious about building in this area. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,3,3.6,Good
834,"I recently completed my background in mba, where I built my basics in Power BI and Excel. I had a chance to work on a market entry case project, and that made me more confident about using my skills. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,3,5,3.65,Good
835,"I am a MBA student, and I have focused on learning market research and Excel, and I also picked up stakeholder coordination. I had a chance to work on a sales performance dashboard, and that made me more confident about using my skills. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,4,4,4,3.65,Good
836,"I am a electronics student, and I have focused on learning Python and C. One project I enjoyed was a line follower robot, and it gave me good exposure to real problem solving. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,3,5,4,3.65,Good
837,"I am a self-taught web developer, where I built my basics in CSS and JavaScript. One project I enjoyed was a local business landing page, and it gave me good exposure to real problem solving. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,4,3,3.85,Good
838,"I am from a electronics and communication background, and during that time I became comfortable with C and Python, along with Arduino. I had a chance to work on an Arduino-based monitoring system, and that made me more confident about using my skills. I enjoy learning by doing and I try to stay consistent with practice. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,5,4,3,3.75,Good
839,"I am a fresher with a background in electronics and communication, and during that time I became comfortable with PCB basics and Arduino. I had a chance to work on a smart irrigation prototype, and that made me more confident about using my skills. I am still learning, but I like taking feedback and improving step by step. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,4,3,3.85,Good
840,"I am from a electronics and communication background, and during that time I became comfortable with Arduino and embedded systems, and I also picked up PCB basics. One project I enjoyed was a smart irrigation prototype, and it gave me good exposure to real problem solving. I am still learning, but I like taking feedback and improving step by step. I like work that gives me a chance to combine technical understanding with clear execution. My goal is to build a solid career in this field and take on more responsibility over time.",4,3,5,3,3.85,Good
841,"I recently completed my background in general, where I built my basics in teamwork and problem solving. One project I enjoyed was a college team project, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. My goal is to build a solid career in this field and take on more responsibility over time.",4,4,4,3,3.85,Good
842,"My background is in mechanical engineering, and I have focused on learning problem solving and SolidWorks, and I also picked up AutoCAD. I worked on a production planning mini project, which helped me understand how to apply these skills in a practical way. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,3,4,4,3.4,Good
843,"I am from a product management background, and during that time I became comfortable with user research and cross-functional work. I worked on a user onboarding improvement study, which helped me understand how to apply these skills in a practical way. I am still learning, but I like taking feedback and improving step by step. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",5,3,3,3,3.7,Good
844,"I am from a electronics and communication background, where I built my basics in Python and PCB basics. I had a chance to work on a smart irrigation prototype, and that made me more confident about using my skills. I enjoy learning by doing and I try to stay consistent with practice. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. My goal is to build a solid career in this field and take on more responsibility over time.",3,3,4,4,3.4,Good
845,"I am a fresher with a background in mechanical engineering, where I built my basics in Excel and problem solving. I also completed a small design optimization project, where I learned how to work in a structured way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,4,4,4,3.65,Good
846,"I am a fresher with a background in computer science, and I have focused on learning Java and SQL, and I also picked up DSA. One project I enjoyed was a resume screening mini app, and it gave me good exposure to real problem solving. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. My goal is to build a solid career in this field and take on more responsibility over time.",3,3,4,4,3.4,Good
847,"My background is in data analytics, where I built my basics in SQL and data cleaning. I also completed a customer segmentation study, where I learned how to work in a structured way. I want to start in a role where I can learn from a strong team and keep growing steadily.",5,3,3,3,3.7,Good
848,"I am a product associate, and I have focused on learning SQL and cross-functional work. I worked on a retention analysis initiative, which helped me understand how to apply these skills in a practical way. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,5,3,3.85,Good
849,"I recently completed my background in business analysis, and I have focused on learning process mapping and SQL, and I also picked up Excel. One project I enjoyed was a KPI dashboard initiative, and it gave me good exposure to real problem solving. I enjoy learning by doing and I try to stay consistent with practice. I like work that gives me a chance to combine technical understanding with clear execution. I want to start in a role where I can learn from a strong team and keep growing steadily.",5,3,3,3,3.7,Good
850,"I recently completed my background in business analysis, where I built my basics in documentation and requirements gathering. I worked on a reporting workflow redesign, which helped me understand how to apply these skills in a practical way. I am still learning, but I like taking feedback and improving step by step. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,3,3.6,Good
851,"My background is in quality assurance, and I have focused on learning API testing and bug tracking. One project I enjoyed was a regression testing suite, and it gave me good exposure to real problem solving. I am still learning, but I like taking feedback and improving step by step. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,3,5,3.65,Good
852,"My background is in business analysis, and during that time I became comfortable with process mapping and Excel, along with requirements gathering. I worked on a reporting workflow redesign, which helped me understand how to apply these skills in a practical way. Most of my experience is still at an early stage, but I am serious about building in this area. I like work that gives me a chance to combine technical understanding with clear execution. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,4,3,3.85,Good
853,"I recently completed my background in product management, and I have focused on learning SQL and cross-functional work. One project I enjoyed was a user onboarding improvement study, and it gave me good exposure to real problem solving. I enjoy learning by doing and I try to stay consistent with practice. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,4,3,3.85,Good
854,"I am a product associate, and during that time I became comfortable with user research and analytics. I had a chance to work on a retention analysis initiative, and that made me more confident about using my skills. I am still learning, but I like taking feedback and improving step by step. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,4,4,4,3.65,Good
855,"I recently completed my background in computer science, and I have focused on learning Java and DSA. I worked on a college event portal, which helped me understand how to apply these skills in a practical way. I enjoy learning by doing and I try to stay consistent with practice. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,4,5,3,3.75,Good
856,"My background is in general, where I built my basics in communication and Excel. I worked on a dashboard mini project, which helped me understand how to apply these skills in a practical way. I am still learning, but I like taking feedback and improving step by step. I like work that gives me a chance to combine technical understanding with clear execution. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,4,3,4,3.75,Good
857,"My background is in computer science, and during that time I became comfortable with Java and Python. One project I enjoyed was a resume screening mini app, and it gave me good exposure to real problem solving. My goal is to build a solid career in this field and take on more responsibility over time.",5,3,3,3,3.7,Good
858,"I am a fresher with a background in data analytics, and during that time I became comfortable with Excel and dashboarding, and I also picked up Power BI. I worked on a sales dashboard, which helped me understand how to apply these skills in a practical way. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,4,4,4,3.65,Good
859,"I recently completed my background in general, where I built my basics in basic SQL and teamwork. I also completed a dashboard mini project, where I learned how to work in a structured way. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,4,4,3,3.85,Good
860,"I am a fresher with a background in sales, where I built my basics in client communication and CRM tools. I worked on a customer follow-up process improvement, which helped me understand how to apply these skills in a practical way. Most of my experience is still at an early stage, but I am serious about building in this area. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,3,5,4,3.65,Good
861,"I am a fresher with a background in electronics and communication, and I have focused on learning PCB basics and embedded systems. I worked on a smart irrigation prototype, which helped me understand how to apply these skills in a practical way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,4,5,3,3.75,Good
862,"I am a fresher with a background in software engineering, and I have focused on learning JavaScript and REST APIs. I also completed an internal task tracker, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,4,4,3.75,Good
863,"I am a fresher with a background in software engineering, and I have focused on learning SQL and JavaScript. I also completed an internal task tracker, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,3,3,3.6,Good
864,"I recently completed my background in software engineering, and during that time I became comfortable with REST APIs and Node.js. I had a chance to work on an internal task tracker, and that made me more confident about using my skills. I enjoy learning by doing and I try to stay consistent with practice. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,4,3,3,3.6,Good
865,"I am a civil engineering graduate, and I have focused on learning AutoCAD and Excel. One project I enjoyed was a material estimation project, and it gave me good exposure to real problem solving. I enjoy learning by doing and I try to stay consistent with practice. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,3,4,4,3.4,Good
866,"My background is in quality assurance, and during that time I became comfortable with manual testing and Selenium, and I also picked up test cases. I had a chance to work on a defect reduction initiative, and that made me more confident about using my skills. Most of my experience is still at an early stage, but I am serious about building in this area. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,3,3,5,3.65,Good
867,"My background is in data analytics, where I built my basics in Python and dashboarding, and I also picked up data cleaning. One project I enjoyed was a churn analysis project, and it gave me good exposure to real problem solving. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,4,5,3,3.75,Good
868,"I am from a general background, where I built my basics in teamwork and problem solving, and I also picked up basic SQL. I worked on a college team project, which helped me understand how to apply these skills in a practical way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,5,4,3,3.75,Good
869,"I am a QA engineer, and during that time I became comfortable with manual testing and API testing, and I also picked up test cases. One project I enjoyed was a test automation framework, and it gave me good exposure to real problem solving. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,4,4,4,3.65,Good
870,"I recently completed my background in product management, and I have focused on learning user research and roadmap planning, and I also picked up cross-functional work. I also completed a product experiment review, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. My goal is to build a solid career in this field and take on more responsibility over time.",5,3,3,3,3.7,Good
871,"I recently completed my background in product management, and during that time I became comfortable with analytics and roadmap planning. I also completed a retention analysis initiative, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. I like work that gives me a chance to combine technical understanding with clear execution. In the next few years I want to become someone people can rely on for both execution and problem solving.",5,3,3,3,3.7,Good
872,"I recently completed my background in computer science, where I built my basics in DSA and Java. I worked on a college event portal, which helped me understand how to apply these skills in a practical way. I am still learning, but I like taking feedback and improving step by step. I like work that gives me a chance to combine technical understanding with clear execution. My goal is to build a solid career in this field and take on more responsibility over time.",4,4,3,3,3.6,Good
873,"I am a fresher with a background in quality assurance, where I built my basics in manual testing and Selenium. One project I enjoyed was a defect reduction initiative, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. My goal is to build a solid career in this field and take on more responsibility over time.",5,3,3,3,3.7,Good
874,"My background is in general, where I built my basics in teamwork and basic SQL. I also completed a dashboard mini project, where I learned how to work in a structured way. Most of my experience is still at an early stage, but I am serious about building in this area. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,5,3,3.85,Good
875,"My background is in computer science, where I built my basics in Java and machine learning basics, along with SQL. One project I enjoyed was a hostel management website, and it gave me good exposure to real problem solving. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,4,5,3,3.75,Good
876,"I am a career switcher from sales, and during that time I became comfortable with client communication and problem solving. I also completed a customer follow-up process improvement, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. My goal is to build a solid career in this field and take on more responsibility over time.",4,3,3,5,3.65,Good
877,"I recently completed my background in product management, and I have focused on learning roadmap planning and cross-functional work. I worked on a retention analysis initiative, which helped me understand how to apply these skills in a practical way. I enjoy learning by doing and I try to stay consistent with practice. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,4,3,3,3.6,Good
878,"I am a mechanical engineering student, and during that time I became comfortable with SolidWorks and Excel. I also completed a production planning mini project, where I learned how to work in a structured way. My goal is to build a solid career in this field and take on more responsibility over time.",3,4,5,3,3.75,Good
879,"I am a fresher with a background in quality assurance, and I have focused on learning API testing and test cases, along with manual testing. One project I enjoyed was a regression testing suite, and it gave me good exposure to real problem solving. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,4,4,4,3.65,Good
880,"My background is in computer science, and during that time I became comfortable with machine learning basics and Java. I had a chance to work on a resume screening mini app, and that made me more confident about using my skills. I enjoy learning by doing and I try to stay consistent with practice. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,5,4,3,3.75,Good
881,"I am a fresher with a background in mba, and I have focused on learning market research and communication. I had a chance to work on a customer survey analysis, and that made me more confident about using my skills. I enjoy learning by doing and I try to stay consistent with practice. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,4,4,4,3.65,Good
882,"I am from a mba background, and during that time I became comfortable with market research and stakeholder coordination. I had a chance to work on a pricing research assignment, and that made me more confident about using my skills. My goal is to build a solid career in this field and take on more responsibility over time.",4,4,4,3,3.85,Good
883,"I recently completed my background in sales, and during that time I became comfortable with presentation and client communication, along with CRM tools. One project I enjoyed was a lead conversion analysis project, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,4,3,4,3.75,Good
884,"I am a data analyst, where I built my basics in Excel and Python. One project I enjoyed was an operations reporting dashboard, and it gave me good exposure to real problem solving. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,4,3.75,Good
885,"I am a data analyst, and I have focused on learning SQL and dashboarding, along with Excel. I also completed a churn analysis project, where I learned how to work in a structured way. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,5,3,3.85,Good
886,"My background is in computer science, where I built my basics in Java and Python. One project I enjoyed was a student attendance system, and it gave me good exposure to real problem solving. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,5,3,3.85,Good
887,"I am a data analyst, and during that time I became comfortable with Excel and data cleaning. I also completed a sales dashboard, where I learned how to work in a structured way. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,4,4,4,3.65,Good
888,"I am from a civil engineering background, and I have focused on learning site coordination and quantity estimation. I also completed a drainage design assignment, where I learned how to work in a structured way. Most of my experience is still at an early stage, but I am serious about building in this area. I like work that gives me a chance to combine technical understanding with clear execution. My goal is to build a solid career in this field and take on more responsibility over time.",3,3,4,4,3.4,Good
889,"I am a fresher with a background in self-taught, and I have focused on learning JavaScript and Git, and I also picked up React. I worked on a to-do application, which helped me understand how to apply these skills in a practical way. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,4,3,3,3.6,Good
890,"I recently completed my background in self-taught, where I built my basics in Git and CSS. I worked on a portfolio website, which helped me understand how to apply these skills in a practical way. I enjoy learning by doing and I try to stay consistent with practice. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,4,4,3,3.85,Good
891,"I recently completed my background in general, where I built my basics in communication and basic SQL, and I also picked up teamwork. I also completed a process improvement assignment, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. I like work that gives me a chance to combine technical understanding with clear execution. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,3,4,3.75,Good
892,"I am from a self-taught background, where I built my basics in CSS and HTML. I worked on a portfolio website, which helped me understand how to apply these skills in a practical way. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,3,3,5,3.65,Good
893,"I am from a self-taught background, where I built my basics in freelance client work and HTML. One project I enjoyed was a to-do application, and it gave me good exposure to real problem solving. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,3,5,4,3.65,Good
894,"I am a fresher with a background in electronics and communication, and during that time I became comfortable with embedded systems and C, and I also picked up Python. One project I enjoyed was an Arduino-based monitoring system, and it gave me good exposure to real problem solving. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,4,3,3,3.6,Good
895,"My background is in self-taught, and I have focused on learning Git and CSS, and I also picked up freelance client work. I also completed a to-do application, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,3,5,3,3.85,Good
896,"I am from a civil engineering background, and during that time I became comfortable with quantity estimation and planning, along with AutoCAD. One project I enjoyed was a material estimation project, and it gave me good exposure to real problem solving. I am still learning, but I like taking feedback and improving step by step. My goal is to build a solid career in this field and take on more responsibility over time.",4,4,3,4,3.75,Good
897,"I recently completed my background in data analytics, and I have focused on learning Excel and Power BI. I worked on a customer segmentation study, which helped me understand how to apply these skills in a practical way. Most of my experience is still at an early stage, but I am serious about building in this area. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,4,3.75,Good
898,"I am a fresher with a background in data analytics, and I have focused on learning SQL and Python. One project I enjoyed was an operations reporting dashboard, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,4,5,3,3.75,Good
899,"I recently completed my background in self-taught, and during that time I became comfortable with freelance client work and CSS. One project I enjoyed was a local business landing page, and it gave me good exposure to real problem solving. I enjoy learning by doing and I try to stay consistent with practice. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,4,3,3,3.6,Good
900,"I recently completed my background in data analytics, where I built my basics in data cleaning and SQL. I had a chance to work on an operations reporting dashboard, and that made me more confident about using my skills. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I usually do well when the expectations are clear and I can keep improving with regular feedback. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,3,4,4,3.4,Good
901,"I am a fresher with a background in product management, and I have focused on learning cross-functional work and roadmap planning, along with SQL. I also completed a retention analysis initiative, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,5,3,3.85,Good
902,"I am a fresher with a background in general, and during that time I became comfortable with teamwork and Excel, along with communication. I also completed a dashboard mini project, where I learned how to work in a structured way. Most of my experience is still at an early stage, but I am serious about building in this area. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,3,3,5,3.65,Good
903,"I am a self-taught web developer, where I built my basics in CSS and freelance client work, and I also picked up React. I had a chance to work on a portfolio website, and that made me more confident about using my skills. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,3,4,4,3.4,Good
904,"I recently completed my background in computer science, where I built my basics in DSA and SQL. I had a chance to work on a hostel management website, and that made me more confident about using my skills. My goal is to build a solid career in this field and take on more responsibility over time.",4,3,3,5,3.65,Good
905,"I recently completed my background in business analysis, where I built my basics in Excel and requirements gathering. I had a chance to work on a reporting workflow redesign, and that made me more confident about using my skills. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,4,3,3.85,Good
906,"I am a fresher with a background in general, and during that time I became comfortable with teamwork and problem solving. I also completed a process improvement assignment, where I learned how to work in a structured way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,3,5,4,3.65,Good
907,"I am a fresher with a background in civil engineering, where I built my basics in quantity estimation and planning. I had a chance to work on a material estimation project, and that made me more confident about using my skills. I am still learning, but I like taking feedback and improving step by step. My goal is to build a solid career in this field and take on more responsibility over time.",3,3,5,4,3.65,Good
908,"I recently completed my background in software engineering, and during that time I became comfortable with React and Node.js. I also completed an internal task tracker, where I learned how to work in a structured way. I am still learning, but I like taking feedback and improving step by step. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,3,5,4,3.65,Good
909,"My background is in computer science, and I have focused on learning Python and SQL. One project I enjoyed was a college event portal, and it gave me good exposure to real problem solving. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,4,3,3,3.6,Good
910,"I recently completed my background in software engineering, where I built my basics in JavaScript and Node.js, along with REST APIs. I worked on an internal task tracker, which helped me understand how to apply these skills in a practical way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,3,5,4,3.65,Good
911,"I am a fresher with a background in mechanical engineering, and during that time I became comfortable with Excel and problem solving. I worked on a maintenance tracking dashboard, which helped me understand how to apply these skills in a practical way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I usually do well when the expectations are clear and I can keep improving with regular feedback. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,3,4,4,3.75,Good
912,"I am a fresher with a background in self-taught, and during that time I became comfortable with React and CSS. I had a chance to work on a portfolio website, and that made me more confident about using my skills. Most of my experience is still at an early stage, but I am serious about building in this area. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,4,3,3,3.6,Good
913,"I am a software developer, and during that time I became comfortable with REST APIs and Python. I worked on an e-commerce feature module, which helped me understand how to apply these skills in a practical way. My goal is to build a solid career in this field and take on more responsibility over time.",3,4,4,4,3.65,Good
914,"I am from a quality assurance background, and I have focused on learning API testing and manual testing. I also completed an API validation project, where I learned how to work in a structured way. Most of my experience is still at an early stage, but I am serious about building in this area. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,3,3.6,Good
915,"I am from a general background, and during that time I became comfortable with teamwork and Excel. I worked on a process improvement assignment, which helped me understand how to apply these skills in a practical way. Most of my experience is still at an early stage, but I am serious about building in this area. I like work that gives me a chance to combine technical understanding with clear execution. My goal is to build a solid career in this field and take on more responsibility over time.",5,3,3,3,3.7,Good
916,"I am a fresher with a background in general, and I have focused on learning Excel and basic SQL. I also completed a dashboard mini project, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. My goal is to build a solid career in this field and take on more responsibility over time.",5,3,3,3,3.7,Good
